player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Kirby Vorhees,177229,HB,WASH STATE,12,137,30,4,19.6,113,0,577,0,2,30,368,55.1,14,37,341,3,72,58.2,72.2,86.1,,55.1,65.9,72.9,57.5,46,0,125,19,139,187,0,0,24,156,5,577,368,2.69,4.2,0.9,65
Ja'Kyrian Turner,199087,HB,PITTSBURGH,12,137,23,14,44.4,330,0,743,2,5,23,427,53.9,22,37,268,1,58,79.1,76.2,41.1,,23.1,59.3,81.8,58.4,56,1,150,25,154,153,0,0,29,162,7,743,427,3.12,5.4,0.97,77
Davon Booth,174754,HB,MISS STATE,12,136,23,7,22.1,122,1,553,4,4,23,384,50.5,18,39,227,0,49,90.0,76.2,85.1,,32.2,54.4,82.6,56.1,22,1,165,15,158,181,0,0,20,151,7,553,384,2.82,4.1,1.04,84
John Mateer,158516,QB,OKLAHOMA,12,134,22,4,18.6,105,0,378,0,0,13,185,21.4,16,34,261,4,64,65.0,63.9,89.2,61.2,,56.7,63.2,60.1,51,2,0,0,1,321,186,28,0,106,8,564,325,2.43,4.2,0.0,18
Owen Allen,127306,HB,AIR FORCE,12,132,20,10,31.5,237,0,753,1,0,20,431,49.5,20,43,101,0,58,89.6,73.0,88.4,,66.5,32.0,75.3,55.1,43,0,0,0,18,314,0,0,1,132,5,753,431,3.27,5.7,0.0,5
Miles Davis,122056,HB,UTAH ST,13,131,29,11,45.2,329,0,728,0,6,29,522,87.7,20,32,329,2,55,68.9,75.9,86.9,60.4,52.5,75.7,77.2,47.8,64,1,201,28,172,228,0,0,29,159,8,728,522,3.98,5.6,1.17,76
Ca'Lil Valentine,183515,HB,ILLINOIS,13,131,18,7,21.7,132,0,609,2,2,18,346,37.5,19,35,187,2,52,67.4,70.4,83.1,,46.2,51.8,72.4,50.2,25,1,55,10,73,153,0,0,12,141,4,609,346,2.64,4.6,0.75,71
Jaylen Raynor,172203,QB,ARK STATE,13,131,37,5,19.7,120,0,356,1,0,26,217,66.7,20,37,113,7,26,61.5,73.4,83.5,67.4,,60.0,74.3,60.1,42,1,0,0,1,360,252,39,0,92,7,608,406,3.1,4.6,0.0,44
Jam Miller,157003,HB,ALABAMA,11,130,20,5,20.4,103,0,504,3,1,20,318,34.5,11,23,103,1,65,78.2,66.6,43.5,,45.0,54.9,69.4,75.0,24,1,109,19,145,153,0,0,23,149,3,504,318,2.45,3.9,0.75,63
Quintrevion Wisner,176190,HB,TEXAS,9,130,32,6,27.1,164,0,606,3,8,32,423,85.6,13,29,311,0,63,89.8,77.1,86.2,,67.0,57.9,81.5,55.2,48,0,146,22,188,165,0,0,27,152,3,606,423,3.25,4.7,0.78,66
Clay Thevenin,198671,HB,LA TECH,13,130,33,10,39.4,248,2,630,0,16,33,448,103.6,19,32,208,2,69,69.4,76.6,15.2,61.0,45.4,77.2,79.1,44.1,50,4,262,33,148,221,0,0,37,163,8,630,448,3.45,4.8,1.77,59
Noah Whittington,123472,HB,OREGON,12,129,27,10,43.7,362,0,829,2,0,27,453,64.1,15,33,264,0,64,89.6,84.2,84.7,,79.8,54.5,89.0,57.5,68,0,98,19,124,160,0,0,24,148,6,829,453,3.51,6.4,0.79,63
Jake Retzlaff,70874,QB,TULANE,14,129,8,7,34.9,233,0,424,0,0,3,114,3.4,22,51,319,10,28,52.2,83.1,89.7,78.6,62.2,46.1,73.5,60.2,69,2,0,0,8,431,244,28,0,101,16,668,233,1.81,5.2,0.0,37
Javin Gordon,199370,HB,TULANE,14,128,31,3,13.2,68,0,515,1,5,31,362,72.2,13,25,319,2,51,66.7,72.6,86.5,,57.1,43.7,78.6,66.3,25,0,93,13,171,192,0,0,18,141,5,515,362,2.83,4.0,0.54,75
Yasin Willis,183381,HB,SYRACUSE,9,128,18,6,29.3,163,0,557,4,0,18,406,42.0,12,38,304,1,43,77.9,66.5,1.7,,29.2,42.8,73.9,58.0,41,2,41,8,110,145,0,0,16,136,4,557,406,3.17,4.4,0.37,82
DeJuan Williams,183534,HB,MARYLAND,12,128,20,8,33.1,166,0,501,6,8,20,367,46.4,13,29,215,1,50,78.9,69.1,53.8,,52.0,60.1,74.2,67.0,40,1,426,45,274,150,0,0,63,173,3,501,367,2.87,3.9,1.55,68
Trinidad Chambliss,178723,QB,OLE MISS,14,127,18,5,18.2,103,0,358,0,1,14,243,33.4,19,35,226,3,63,69.9,88.3,90.0,84.5,,53.2,74.6,60.3,41,2,8,1,3,416,207,23,1,105,8,565,343,2.7,4.4,2.67,16
Fluff Bothwell,190075,HB,MISS STATE,10,127,17,8,26.8,171,1,639,2,3,17,381,42.9,16,39,227,1,64,77.7,75.0,40.3,,42.8,63.9,76.4,70.7,43,2,99,13,135,180,0,0,18,140,6,639,381,3.0,5.0,0.73,62
Brendon Lewis,131687,QB,MEMPHIS,13,127,38,10,21.8,194,0,494,0,0,15,222,54.0,34,56,218,6,12,56.3,85.3,89.4,74.1,,85.0,84.2,60.1,27,1,14,1,2,353,397,49,1,79,9,891,476,3.75,7.0,7.0,38
Tommy Castellanos,158433,QB,FLORIDA ST,12,125,21,5,13.4,86,0,283,0,0,10,174,30.9,27,44,167,5,33,52.2,86.8,71.5,87.4,62.2,58.3,67.3,60.2,26,4,0,0,2,365,358,50,0,75,9,641,288,2.3,5.1,0.0,19
Will Henderson III,190255,HB,UTSA,13,125,36,15,52.1,449,1,862,3,2,36,437,92.3,21,35,331,0,50,89.4,84.9,85.2,,32.2,66.1,89.3,70.0,59,1,132,19,165,152,0,0,24,144,6,862,437,3.5,6.9,0.8,66
Jamal Haynes,143918,HB,GA TECH,13,125,16,5,28.1,151,0,537,3,9,16,351,44.4,10,24,176,1,74,78.6,65.8,87.0,,27.1,58.8,70.0,56.7,47,0,257,33,194,255,0,0,42,158,5,537,351,2.81,4.3,1.32,50
Keenan Phillips,199183,HB,S ALABAMA,12,125,27,6,24.3,147,0,606,1,6,27,404,78.4,15,30,288,0,78,89.5,83.2,83.3,,74.3,58.3,84.3,71.6,54,0,58,11,107,148,0,0,14,136,3,606,404,3.23,4.8,0.54,46
Devin Mockobee,145111,HB,PURDUE,8,125,26,6,22.1,115,0,521,1,5,26,407,70.6,14,32,273,2,68,66.1,73.8,84.5,35.4,59.6,64.1,75.8,70.9,32,0,215,18,135,148,0,0,19,143,4,521,407,3.26,4.2,1.59,56
Braylon McReynolds,157876,HB,LA MONROE,12,124,42,11,47.0,309,0,658,1,4,42,571,153.5,22,25,209,0,37,89.2,88.6,85.7,,76.7,73.8,86.1,53.5,74,0,66,14,53,146,0,0,15,138,3,658,571,4.6,5.3,1.25,81
Nicholas Singleton,164188,HB,PENN STATE,12,124,19,3,23.4,128,0,546,1,7,19,334,47.3,12,41,266,0,70,89.1,77.7,86.0,,50.8,74.8,76.8,61.9,59,0,219,24,147,176,0,0,29,148,13,546,334,2.69,4.4,1.49,48
Ismail Mahdi,161419,HB,ARIZONA,12,124,19,13,48.5,380,0,783,0,3,19,367,47.5,26,35,109,2,50,66.3,74.2,84.7,,40.4,57.4,77.6,67.0,68,0,96,13,137,159,0,0,13,137,4,783,367,2.96,6.3,0.7,74
Telly Johnson Jr.,188420,HB,N ILLINOIS,12,124,36,9,52.8,374,0,708,2,6,36,578,139.8,15,25,254,2,43,65.5,71.9,84.5,,48.1,55.4,74.7,59.8,80,0,97,16,105,184,0,0,23,140,4,708,578,4.66,5.7,0.92,77
Jamal Roberts,175912,HB,MISSOURI,13,123,29,15,50.1,380,0,759,1,3,29,480,88.6,21,43,229,0,37,89.1,75.6,48.3,,25.0,56.8,84.6,56.6,63,1,141,18,172,161,0,0,24,141,6,759,480,3.9,6.2,0.82,84
Alonza Barnett III,156710,QB,JAMES MAD,14,123,24,8,36.0,252,0,601,0,0,20,268,46.8,21,43,197,8,61,48.8,74.8,74.7,65.9,62.2,47.6,78.7,60.3,58,6,0,0,3,482,99,16,0,107,15,700,319,2.59,5.7,0.0,24
Rodney Fields Jr.,188722,HB,OKLA STATE,9,123,13,6,27.7,171,0,617,1,11,13,413,53.4,15,28,262,1,51,88.9,75.6,85.1,,56.5,69.3,76.4,67.5,41,0,276,28,173,156,0,0,33,151,1,617,413,3.36,5.0,1.6,69
Daniel Hishaw Jr.,122562,HB,KANSAS,10,123,36,6,19.5,113,0,580,1,1,36,340,79.3,13,30,198,0,57,89.3,75.8,45.2,,49.8,44.2,83.3,64.1,22,2,33,6,153,175,0,0,9,129,5,580,340,2.76,4.7,0.22,66
Ja'Vin Simpkins,175816,HB,COAST CAR,13,123,20,9,34.9,204,0,585,2,0,20,385,45.0,19,27,141,4,43,42.7,67.5,84.7,,55.1,42.4,73.5,55.7,40,0,66,16,144,185,0,0,21,139,2,585,385,3.13,4.8,0.46,80
Landon Sims,146065,HB,HAWAII,13,122,22,5,20.1,112,0,557,2,10,22,409,67.5,12,26,180,2,34,66.9,75.3,86.2,,67.2,76.2,74.9,62.6,43,0,272,37,181,159,0,0,41,159,3,557,409,3.35,4.6,1.5,71
Kaden Feagin,174024,HB,ILLINOIS,13,122,14,3,12.2,62,0,505,0,6,14,330,40.1,7,36,187,2,50,76.8,76.8,85.6,,29.7,65.2,82.4,60.7,26,0,178,15,139,156,2,1,15,136,7,507,331,2.71,4.2,1.28,70
Gunner Stockton,157072,QB,GEORGIA,14,122,22,4,15.6,82,0,311,0,0,11,150,33.7,15,36,173,3,28,78.3,81.0,90.0,80.8,62.2,54.6,63.9,60.0,22,4,0,0,2,457,213,52,0,70,10,524,322,2.64,4.3,0.0,17
Justice Haynes,172379,HB,MICHIGAN,7,121,23,11,50.5,433,0,857,1,8,23,456,87.2,18,41,222,1,49,77.1,81.0,84.2,,52.8,57.8,83.5,56.6,75,0,50,13,101,142,0,0,16,134,10,857,456,3.77,7.1,0.5,69
Demond Williams Jr.,183648,QB,WASHINGTON,13,121,42,8,27.2,211,0,287,0,0,9,112,31.6,29,43,340,9,16,66.4,79.8,80.5,74.9,,52.9,73.4,60.1,42,3,3,1,2,338,488,65,1,57,6,775,503,4.16,6.4,1.5,28
Mark Gronowski,138303,QB,IOWA,13,120,22,5,27.6,168,0,419,0,0,13,233,35.4,15,49,192,5,26,44.8,83.7,88.7,74.4,,89.3,78.6,60.0,67,2,5,1,1,422,190,28,1,93,16,609,342,2.85,5.1,5.0,28
Duncan Brune,184113,HB,OHIO,13,120,17,7,35.6,208,0,585,0,1,17,441,52.9,10,28,259,2,78,63.9,64.1,85.2,,57.0,46.8,66.2,54.2,66,0,57,5,89,147,0,0,8,125,8,585,441,3.68,4.9,0.64,42
Ashten Emory,188313,HB,UTEP,12,119,36,6,32.9,187,0,569,1,7,36,404,108.1,16,32,330,0,52,88.8,71.9,85.9,,76.8,55.2,76.0,50.3,56,0,103,16,149,190,0,0,19,135,4,569,404,3.39,4.8,0.69,66
Jo Silver,164549,HB,DELAWARE,11,119,19,9,42.5,277,0,652,3,1,19,386,43.8,21,35,151,1,38,77.2,72.5,86.4,,48.8,55.7,80.1,60.5,70,0,227,29,221,170,0,0,39,148,5,652,386,3.24,5.5,1.03,79
Marcellous Hawkins,200025,HB,VA TECH,11,119,42,12,39.8,296,0,744,2,3,42,562,163.5,23,34,337,0,31,88.7,86.0,43.2,,72.3,58.4,90.9,51.5,40,1,79,11,119,181,0,0,14,130,1,744,562,4.72,6.3,0.66,86
Tory Blaylock,199034,HB,OKLAHOMA,13,119,7,6,24.4,118,0,484,2,2,7,285,16.3,16,26,261,0,43,88.7,67.5,85.5,,64.0,43.5,74.7,54.2,25,0,77,13,173,177,0,0,18,132,4,484,285,2.39,4.1,0.45,73
Rueben Owens II,172590,HB,TEXAS A&M,12,119,13,10,39.9,255,0,639,0,3,13,343,34.9,15,33,312,0,52,88.7,74.5,43.1,,47.5,66.4,77.4,63.0,57,1,130,13,162,157,0,0,15,132,5,639,343,2.88,5.4,0.8,67
Zach Palmer-Smith,159550,HB,LA MONROE,12,119,50,11,42.6,293,0,687,0,1,50,603,206.7,22,34,209,0,49,88.8,82.9,29.9,,76.8,63.4,81.6,61.2,56,1,38,6,55,142,0,0,6,125,4,687,603,5.07,5.8,0.69,69
Tawee Walker,158097,HB,CINCINNATI,12,119,30,10,36.3,259,0,714,0,9,30,383,91.6,21,37,138,0,27,88.9,84.1,85.4,,79.0,60.9,87.1,59.9,54,0,78,18,130,167,0,0,20,137,4,714,383,3.22,6.0,0.6,92
Viron Ellison Jr.,190723,HB,DELAWARE,13,118,15,3,11.6,53,0,456,2,7,15,284,38.1,9,35,151,2,45,65.4,68.4,85.3,,55.3,63.4,70.0,55.3,20,0,191,21,141,161,0,0,26,139,4,456,284,2.41,3.9,1.35,73
Harrison Waylee,130584,HB,VIRGINIA,13,118,15,6,34.8,193,0,554,2,1,15,417,44.5,16,32,335,1,28,76.7,66.1,85.3,,55.0,51.3,68.5,44.7,97,0,40,9,93,127,0,0,14,127,6,554,417,3.53,4.7,0.43,90
Makhi Frazier,190321,HB,MICH STATE,9,117,20,7,30.9,164,0,531,0,2,20,324,46.9,19,24,223,0,37,88.7,74.3,29.3,,28.2,60.7,77.6,58.1,49,1,25,13,101,130,0,0,16,130,2,531,324,2.77,4.5,0.25,79
Qua Ashley,160363,HB,BALL ST,10,116,24,6,45.9,248,0,540,2,5,24,417,76.1,10,18,117,1,41,77.7,62.8,86.7,,46.4,63.2,64.3,55.2,72,0,107,21,106,187,0,0,27,137,4,540,417,3.59,4.7,1.01,73
JC French IV,162521,QB,GA SOUTHRN,13,116,9,1,4.7,21,0,143,0,0,3,59,4.1,16,37,174,5,27,66.8,67.3,81.6,64.3,67.5,42.9,66.4,60.1,21,1,0,0,4,339,303,50,0,66,6,446,238,2.05,3.8,0.0,9
Cole Tabb,188876,HB,STANFORD,11,115,17,6,27.1,118,0,436,0,1,17,299,39.7,10,23,300,0,70,88.9,73.2,83.2,,23.5,53.8,75.8,59.0,28,0,20,3,76,125,0,0,4,118,3,436,299,2.6,3.8,0.26,45
Kadarius Calloway,172271,HB,NEW MEX ST,12,115,15,4,21.0,90,0,428,2,7,15,267,36.2,9,23,242,1,32,76.7,67.8,84.6,,42.1,68.3,68.9,57.7,29,0,175,26,153,138,0,0,30,141,3,428,267,2.32,3.7,1.14,83
Anderson Castle,122234,HB,DUKE,14,115,17,4,32.8,160,0,488,1,3,17,313,41.2,8,39,154,0,41,88.4,75.1,83.6,,39.3,65.4,78.3,44.6,66,0,111,17,131,121,0,0,18,132,12,488,313,2.72,4.2,0.85,74
Taylen Green,145996,QB,ARKANSAS,12,113,29,7,25.6,254,0,534,0,0,13,267,60.1,41,56,111,5,46,65.3,83.3,88.5,66.5,,,92.2,60.0,64,2,0,0,0,306,460,37,0,76,8,994,516,4.57,8.8,,20
Jordon Davison,199872,HB,OREGON,14,113,19,8,36.7,244,0,665,1,1,19,376,53.2,15,45,264,1,55,75.8,88.4,85.9,,83.5,53.2,91.3,57.5,67,0,62,12,94,195,0,0,13,125,15,665,376,3.33,5.9,0.66,51
Damon Bankston,147854,HB,NEW MEXICO,13,113,17,8,37.6,230,0,612,1,7,17,394,57.7,14,28,241,3,48,56.0,73.3,85.6,,65.6,75.2,72.3,55.8,54,0,409,32,179,142,0,0,37,145,5,612,394,3.49,5.4,2.28,62
Jadarian Price,156985,HB,NOTRE DAME,12,113,30,11,45.0,303,0,674,0,4,30,443,112.0,24,35,258,3,45,52.0,77.5,82.9,,25.3,66.7,78.9,58.5,58,1,87,6,72,128,0,0,7,119,11,674,443,3.92,6.0,1.21,67
Rayshon Luke,158732,HB,FRESNO ST,13,112,28,10,46.9,334,0,712,0,6,28,521,106.1,19,24,169,1,69,78.2,84.3,84.9,,10.6,78.0,86.6,57.7,69,0,232,37,145,146,0,0,39,149,6,712,521,4.65,6.4,1.6,42
Dante Dowdell,174131,HB,KENTUCKY,12,112,10,7,40.9,229,0,560,0,2,10,280,25.2,10,27,202,0,68,88.6,72.1,84.2,,64.9,56.6,74.3,44.5,79,0,30,7,94,137,0,0,10,119,3,560,280,2.5,5.0,0.32,38
Marlon Gunn Jr.,162642,HB,E CAROLINA,13,112,21,7,28.3,162,0,572,1,1,21,337,56.1,17,36,156,0,26,88.3,80.9,82.5,,58.2,54.3,82.1,68.1,50,0,29,6,77,139,0,0,8,118,6,572,337,3.01,5.1,0.38,86
Anthony Colandrea,170131,QB,UNLV,14,111,32,11,27.8,223,0,394,0,0,19,212,77.7,35,49,325,9,34,40.8,90.0,82.7,82.7,,54.3,83.1,60.9,37,2,0,0,1,395,407,39,0,72,10,801,389,3.5,7.2,0.0,16
LaNorris Sellers,174326,QB,S CAROLINA,12,111,41,3,8.1,48,0,245,0,0,11,168,44.4,25,42,289,6,25,51.9,77.8,88.5,71.1,,79.0,74.3,60.1,26,5,21,1,2,279,348,47,1,65,5,593,515,4.64,5.3,10.5,24
Caden Durham,184449,HB,LSU,12,111,18,8,46.3,234,0,505,1,2,18,396,56.2,9,22,211,0,32,88.2,73.8,84.8,,45.7,59.8,78.0,63.1,51,0,91,16,148,138,0,0,20,127,3,505,396,3.57,4.5,0.61,78
Jeremy Payne,183837,HB,TCU,11,110,26,7,31.0,192,0,608,0,12,26,416,108.9,17,30,305,1,61,75.8,79.7,85.2,,31.3,65.8,84.6,59.0,51,0,207,22,174,127,0,0,27,132,5,619,416,3.78,5.6,1.19,46
Devin Roche,172294,HB,DOMINION,11,111,20,9,37.5,236,0,630,0,2,20,389,66.5,16,30,263,2,46,68.8,74.0,33.8,,81.9,55.0,73.8,63.1,67,1,31,5,58,161,0,0,5,116,4,630,389,3.5,5.7,0.53,65
D.J. McKinney,175620,HB,NEW MEXICO,13,110,15,4,24.6,117,1,476,2,1,15,296,34.4,9,25,241,1,40,89.1,69.4,37.6,63.3,29.7,58.8,72.9,61.3,54,1,161,15,116,151,0,0,18,125,7,476,296,2.69,4.3,1.39,68
Robby Ashford,131702,QB,WAKE,11,110,23,4,19.6,112,0,301,0,0,13,133,34.3,17,35,339,10,42,39.4,70.3,57.0,66.5,,,69.0,60.1,43,4,0,0,0,280,269,39,0,71,7,570,279,2.54,5.2,,15
Gavin Sawchuk,158088,HB,FLORIDA ST,12,109,19,3,18.1,88,0,485,2,2,19,294,46.4,9,40,167,1,23,75.1,74.6,44.8,,55.4,52.9,80.5,67.2,40,1,121,13,140,159,0,0,17,122,8,485,294,2.7,4.4,0.86,81
Devin Spencer,188360,HB,ARK STATE,13,108,19,7,32.4,181,0,558,2,3,19,336,51.9,17,28,113,1,13,75.7,71.9,46.7,,83.4,54.6,79.0,44.1,43,1,115,24,225,154,0,0,32,132,3,558,336,3.11,5.2,0.51,95
Austyn Dendy,190215,HB,BOWL GREEN,5,108,23,9,33.1,163,0,493,0,4,23,375,83.7,10,29,122,0,78,87.9,79.7,81.7,,78.3,81.4,75.5,59.8,24,0,64,4,21,115,0,0,4,112,5,493,375,3.47,4.6,3.05,30
Chase Belcher,164410,HB,KENNESAW,13,107,24,5,24.5,139,0,567,2,3,24,421,88.5,19,36,200,0,59,87.9,78.8,83.6,,75.0,63.9,80.2,55.7,46,0,194,13,103,152,0,0,16,120,2,567,421,3.93,5.3,1.88,47
Will Nixon,129707,HB,SYRACUSE,12,106,13,4,21.9,94,0,429,2,3,13,284,32.5,8,24,304,1,44,75.6,62.6,85.7,,19.9,63.8,68.5,43.9,28,0,187,26,194,146,0,0,36,132,3,429,284,2.68,4.0,0.96,62
Adam Mohammed,183644,HB,WASHINGTON,13,106,41,7,26.4,138,0,523,0,7,41,378,139.2,11,30,340,0,23,88.2,85.2,84.9,,51.9,75.3,88.7,47.1,25,0,138,17,131,145,0,0,21,123,5,523,378,3.57,4.9,1.05,81
Jayden Scott,183347,HB,NC STATE,13,106,32,7,37.0,215,1,581,1,9,32,370,118.3,13,25,248,0,39,88.0,77.1,83.9,,65.8,70.3,78.5,52.9,69,1,132,15,144,133,0,0,18,121,4,581,370,3.49,5.5,0.92,63
Angel Flores,164493,QB,C MICHIGAN,9,105,16,5,22.4,119,0,499,0,0,14,250,34.3,13,37,134,4,70,61.5,79.7,54.9,63.9,,,75.3,60.0,37,2,0,0,0,139,33,4,0,101,8,532,274,2.61,5.1,,29
Amari Odom,178686,QB,KENNESAW,12,105,20,3,11.3,53,0,255,0,0,13,159,36.7,20,29,200,10,44,46.7,75.0,79.7,73.9,,55.1,64.6,60.2,24,2,0,0,2,354,212,30,0,75,7,467,268,2.55,4.4,0.0,8
Trey Cornist,169975,HB,C MICHIGAN,13,105,28,8,37.4,176,0,470,0,0,28,374,95.0,15,24,134,0,80,87.8,73.5,83.5,,76.3,52.4,74.3,47.7,29,0,0,0,36,151,0,0,1,105,1,470,374,3.56,4.5,0.0,25
Marvis Parrish,199564,HB,W KENTUCKY,13,105,19,8,39.8,226,0,568,1,9,19,378,72.0,16,22,346,1,58,75.5,70.9,84.6,60.6,34.4,61.5,78.2,37.4,66,0,196,35,176,123,0,0,39,140,1,568,378,3.6,5.4,1.11,45
Avery Johnson,173108,QB,KANSAS ST,12,105,9,6,36.0,196,0,358,0,0,7,135,14.4,18,33,199,10,34,52.9,74.7,89.1,71.3,,60.0,68.6,60.5,58,3,0,0,1,367,186,24,0,81,8,544,179,1.7,5.2,0.0,27
Tavierre Dunlap,132720,HB,E MICHIGAN,11,105,18,3,18.8,80,0,426,1,4,18,304,51.0,12,36,160,0,20,87.7,73.8,84.7,,60.7,74.0,73.9,52.9,36,0,118,20,111,154,0,0,22,125,5,426,304,2.9,4.1,1.06,85
CharMar Brown,174409,HB,MIAMI FL,13,105,18,0,0.0,0,0,401,0,3,18,301,49.3,7,33,220,1,54,74.9,79.3,83.7,,80.6,67.9,78.9,64.7,13,0,120,17,99,139,0,0,18,122,6,401,301,2.87,3.8,1.21,51
Anthony Carrie,183214,HB,FIU,13,105,8,6,35.9,169,0,471,1,1,8,281,20.8,10,21,166,3,41,61.1,63.5,84.7,,33.5,59.4,66.3,53.2,53,0,59,11,121,128,0,0,13,116,5,471,281,2.68,4.5,0.49,63
Gemari Sands,169923,HB,FAU,12,104,24,6,29.0,137,0,473,2,21,24,293,88.0,11,22,165,0,32,87.9,76.5,84.6,,82.6,78.6,74.7,64.6,37,1,223,40,167,130,0,0,44,144,0,473,293,2.82,4.5,1.34,68
Sedrick Alexander,172605,HB,VANDERBILT,13,103,22,8,39.0,221,0,558,0,3,22,353,70.2,13,30,333,2,68,61.9,73.8,88.2,,60.2,66.9,79.9,50.9,65,0,197,19,236,211,0,0,22,122,11,567,353,3.43,5.5,0.83,33
Nahree Biggins,145711,HB,C MICHIGAN,12,104,14,7,39.7,215,0,541,0,1,14,329,38.6,14,27,134,1,80,76.5,76.3,85.5,,74.9,74.5,77.0,48.8,58,0,185,19,84,190,0,0,20,123,2,541,329,3.16,5.2,2.2,24
Caden Knighten,200116,HB,BAYLOR,12,104,25,5,29.2,137,0,469,2,2,25,318,71.8,10,31,118,1,60,74.7,68.4,83.3,,26.0,50.6,74.9,45.5,49,1,131,11,128,111,0,0,18,115,1,469,318,3.06,4.5,1.02,44
Star Thomas,156926,HB,TENNESSEE,13,104,25,11,42.5,251,0,590,2,6,25,383,99.3,17,32,307,0,59,87.6,83.9,83.3,,52.1,60.9,86.3,68.6,52,0,116,11,108,116,0,0,13,115,7,590,383,3.68,5.7,1.07,45
Harlem Berry,199769,HB,LSU,13,104,17,5,32.6,157,0,481,1,2,17,367,59.9,10,22,211,2,35,60.7,67.1,0.0,,43.1,52.0,70.3,72.7,43,2,32,8,85,115,0,0,9,112,2,481,367,3.53,4.6,0.38,66
Trequan Jones,204200,HB,DOMINION,13,103,23,11,47.1,366,0,777,1,0,23,483,98.9,21,32,263,2,58,60.3,85.6,82.9,,56.5,56.4,87.3,55.7,93,0,20,6,52,145,0,0,10,109,6,777,483,4.69,7.5,0.38,45
Chauncey Bowens,184550,HB,GEORGIA,12,103,18,7,35.0,184,0,526,0,5,18,275,52.0,15,35,173,0,47,87.5,77.7,83.6,,87.8,66.6,78.5,56.6,43,0,86,15,116,132,0,0,16,118,6,526,275,2.67,5.1,0.74,56
Jeff Sims,122496,QB,ARIZONA ST,10,103,20,5,35.4,190,0,395,0,0,13,252,43.3,19,32,110,8,49,26.6,65.4,85.8,58.5,,57.9,69.1,60.1,88,0,0,0,1,235,141,16,0,87,5,536,338,3.28,5.2,0.0,17
Zevi Eckhaus,148535,QB,WASH STATE,11,103,20,4,14.3,69,0,324,0,0,12,193,38.1,14,37,341,4,43,60.1,74.2,69.7,64.3,,59.6,81.2,60.2,22,3,0,0,0,316,157,25,0,78,8,481,346,3.36,4.7,,13
Sutton Smith,162530,HB,MEMPHIS,12,102,16,9,49.9,337,0,669,0,4,16,328,53.2,16,25,218,1,12,81.0,73.2,83.9,,48.3,63.7,74.6,69.8,84,0,104,19,120,149,0,0,20,121,7,675,328,3.22,6.6,0.87,88
Kenji Christian,144072,HB,TOLEDO,13,103,34,7,30.8,161,0,523,2,4,34,372,113.4,13,18,316,1,54,74.6,75.8,83.0,,39.6,64.8,78.6,36.9,37,0,195,18,89,114,0,0,23,121,4,523,372,3.61,5.1,2.19,48
Jalon Daniels,122555,QB,KANSAS,12,102,21,5,17.6,97,0,316,0,0,7,167,22.6,22,42,198,10,24,29.8,76.1,88.8,71.1,,60.0,72.0,60.7,28,1,0,0,0,335,234,30,0,72,4,550,348,3.41,5.4,,19
Jalen Dupree,191053,HB,COLO STATE,9,102,19,7,28.9,147,0,508,1,1,19,340,58.5,15,22,144,1,41,74.0,71.6,82.8,,72.0,47.3,75.0,62.4,31,1,83,12,114,136,0,0,14,114,2,508,340,3.33,5.0,0.73,60
Brendan Sorsby,156398,QB,CINCINNATI,12,101,22,4,13.9,83,0,313,0,0,9,147,29.5,16,39,138,4,33,70.1,90.2,88.5,85.9,,54.3,76.7,60.1,41,0,0,0,1,304,283,34,0,67,9,596,300,2.97,5.9,0.0,15
Keyvone Lee,129790,HB,UNLV,14,100,24,9,38.4,167,0,435,0,4,24,321,74.9,13,28,325,2,73,74.2,74.7,2.0,,79.7,61.6,79.0,49.5,22,3,157,20,116,149,0,0,24,120,6,435,321,3.21,4.4,1.35,27
Isaac Brown,183312,HB,LOUISVILLE,9,100,39,14,63.4,557,0,878,1,4,39,533,202.8,22,28,210,2,35,61.2,82.3,31.9,,27.5,56.9,88.0,69.9,78,1,48,13,102,128,0,0,16,113,7,878,533,5.33,8.8,0.47,63
Samuel Harris,200065,HB,WYOMING,11,100,24,6,29.6,165,0,558,0,2,24,315,70.6,17,26,351,1,25,74.1,74.2,83.7,,22.2,77.0,75.0,59.0,50,0,184,16,118,122,0,0,19,116,1,558,315,3.15,5.6,1.56,75
Trey Kukuk,198675,QB,LA TECH,11,100,24,9,38.9,242,1,518,1,3,15,271,63.0,17,34,208,1,59,74.8,73.4,68.1,54.7,,83.3,78.0,61.0,58,3,55,2,3,225,104,13,3,89,5,622,335,3.35,6.2,18.33,18
Joseph Himon II,162843,HB,NWESTERN,11,99,18,8,34.6,168,0,486,1,3,18,367,64.9,13,27,256,0,38,87.6,78.2,84.2,,25.3,65.8,81.3,56.3,37,0,118,21,110,117,0,0,27,120,1,486,367,3.71,4.9,1.07,60
